--- Relatório Detalhado de Falhas (Blue Threshold: 0.12) ---

Arquivo: img_000009.jpg | Status: incorrect | Esperado: QRD1911 | Lido: ORD1911
Arquivo: img_001099.jpg | Status: incorrect | Esperado: NTW0122 | Lido: NTW0I22
Arquivo: img_001102.jpg | Status: incorrect | Esperado: QQH1738 | Lido: QQH1T38
Arquivo: img_001108.jpg | Status: incorrect | Esperado: MQY8567 | Lido: MQY8S67
Arquivo: img_001115.jpg | Status: incorrect | Esperado: ODR3611 | Lido: CDR3611
Arquivo: img_001116.jpg | Status: ocr_failed | Esperado: OCW3711 | Lido: OCW371
Arquivo: img_001114.jpg | Status: incorrect | Esperado: HLU5868 | Lido: HLU5B68
Arquivo: img_001122.jpg | Status: ocr_failed | Esperado: OCZ0909 | Lido: 
Arquivo: img_001128.jpg | Status: detection_failed | Esperado: QRB2150 | Lido: 
Arquivo: img_001130.jpg | Status: detection_failed | Esperado: QPL1656 | Lido: 
Arquivo: img_001134.jpg | Status: detection_failed | Esperado: MSY1064 | Lido: 
Arquivo: img_001126.jpg | Status: incorrect | Esperado: PPW9073 | Lido: PPW9O73
Arquivo: img_001124.jpg | Status: ocr_failed | Esperado: PPU4196 | Lido: 
Arquivo: img_001142.jpg | Status: ocr_failed | Esperado: ODC7593 | Lido: 
Arquivo: img_001145.jpg | Status: ocr_failed | Esperado: ODI4526 | Lido: 
Arquivo: img_001146.jpg | Status: ocr_failed | Esperado: PPU1195 | Lido: 
Arquivo: img_001143.jpg | Status: incorrect | Esperado: PPY9009 | Lido: PPY9O09
Arquivo: img_001149.jpg | Status: incorrect | Esperado: PPY7727 | Lido: PPY7T27
Arquivo: img_001150.jpg | Status: incorrect | Esperado: QNI6388 | Lido: ONI6388
Arquivo: img_001159.jpg | Status: detection_failed | Esperado: QPK3360 | Lido: 
Arquivo: img_001162.jpg | Status: detection_failed | Esperado: ODP6391 | Lido: 
Arquivo: img_001155.jpg | Status: incorrect | Esperado: PPN2136 | Lido: PPN2I36
Arquivo: img_001170.jpg | Status: detection_failed | Esperado: MSY2306 | Lido: 
Arquivo: img_001165.jpg | Status: incorrect | Esperado: MSQ4244 | Lido: MSO4244
Arquivo: img_001169.jpg | Status: incorrect | Esperado: MTY2840 | Lido: NTY2840
Arquivo: img_001166.jpg | Status: incorrect | Esperado: MTC5704 | Lido: MTC5T04
Arquivo: img_001179.jpg | Status: detection_failed | Esperado: BBI7290 | Lido: 
Arquivo: img_001182.jpg | Status: ocr_failed | Esperado: MSS2308 | Lido: 
Arquivo: img_001186.jpg | Status: incorrect | Esperado: ODI5578 | Lido: OOI5578
Arquivo: img_001197.jpg | Status: detection_failed | Esperado: OYE1131 | Lido: 
Arquivo: img_001191.jpg | Status: ocr_failed | Esperado: PPX5172 | Lido: 
Arquivo: img_001194.jpg | Status: incorrect | Esperado: MTD3867 | Lido: MTO3B67
Arquivo: img_001196.jpg | Status: incorrect | Esperado: ODT6480 | Lido: OOT6480
Arquivo: img_001202.jpg | Status: incorrect | Esperado: ODE8251 | Lido: ODE8Z51
Arquivo: img_001212.jpg | Status: ocr_failed | Esperado: MTZ9247 | Lido: 
Arquivo: img_001214.jpg | Status: incorrect | Esperado: ODT6162 | Lido: ODT6I62
Arquivo: img_001215.jpg | Status: incorrect | Esperado: ODT6131 | Lido: QDT6131
Arquivo: img_001225.jpg | Status: detection_failed | Esperado: OYJ3909 | Lido: 
Arquivo: img_001217.jpg | Status: incorrect | Esperado: ODT6092 | Lido: ODT6O92
Arquivo: img_001216.jpg | Status: incorrect | Esperado: ODR3706 | Lido: OOR3706
Arquivo: img_001226.jpg | Status: incorrect | Esperado: ODR3984 | Lido: DDR3984
Arquivo: img_001236.jpg | Status: detection_failed | Esperado: ODS2861 | Lido: 
Arquivo: img_001235.jpg | Status: ocr_failed | Esperado: MSR2924 | Lido: 
Arquivo: img_001234.jpg | Status: incorrect | Esperado: QQI7423 | Lido: OQI7423
Arquivo: img_001241.jpg | Status: ocr_failed | Esperado: MTZ8488 | Lido: 
Arquivo: img_001239.jpg | Status: incorrect | Esperado: EJD6314 | Lido: EJO6314
Arquivo: img_001246.jpg | Status: ocr_failed | Esperado: ODD7225 | Lido: 
Arquivo: img_001243.jpg | Status: incorrect | Esperado: ODO9891 | Lido: OOO9891
Arquivo: img_001242.jpg | Status: ocr_failed | Esperado: MSM2979 | Lido: 
Arquivo: img_001255.jpg | Status: ocr_failed | Esperado: ODR3127 | Lido: 
Arquivo: img_001260.jpg | Status: ocr_failed | Esperado: MSI3655 | Lido: 
Arquivo: img_001257.jpg | Status: incorrect | Esperado: ODO0942 | Lido: OOO0942
Arquivo: img_001262.jpg | Status: ocr_failed | Esperado: MPK0083 | Lido: 
Arquivo: img_001261.jpg | Status: incorrect | Esperado: ODF2673 | Lido: OOF2673
Arquivo: img_001274.jpg | Status: ocr_failed | Esperado: MTX7856 | Lido: 
Arquivo: img_001271.jpg | Status: ocr_failed | Esperado: PPX4854 | Lido: 
Arquivo: img_001272.jpg | Status: incorrect | Esperado: ODI1892 | Lido: ELE0011
Arquivo: img_001269.jpg | Status: incorrect | Esperado: ODO9891 | Lido: OOO9891
Arquivo: img_001283.jpg | Status: ocr_failed | Esperado: ODP0519 | Lido: 
Arquivo: img_001280.jpg | Status: incorrect | Esperado: BYQ3760 | Lido: BYO3T60
Arquivo: img_001284.jpg | Status: incorrect | Esperado: QRD1477 | Lido: QRD1A77
Arquivo: img_001288.jpg | Status: ocr_failed | Esperado: MRA7083 | Lido: 
Arquivo: img_001289.jpg | Status: incorrect | Esperado: BYQ3760 | Lido: BYO3760
Arquivo: img_001293.jpg | Status: detection_failed | Esperado: OYI4587 | Lido: 
Arquivo: img_001296.jpg | Status: detection_failed | Esperado: ODT3275 | Lido: 
Arquivo: img_001297.jpg | Status: detection_failed | Esperado: ODT6142 | Lido: 
Arquivo: img_001290.jpg | Status: incorrect | Esperado: MQX3427 | Lido: MOX3427
Arquivo: img_001291.jpg | Status: ocr_failed | Esperado: MRC8892 | Lido: COTLATARA
Arquivo: img_001302.jpg | Status: incorrect | Esperado: PPR1441 | Lido: PPR1A41
Arquivo: img_001303.jpg | Status: ocr_failed | Esperado: PPU1165 | Lido: 
Arquivo: img_001304.jpg | Status: ocr_failed | Esperado: ELM5783 | Lido: 
Arquivo: img_001310.jpg | Status: incorrect | Esperado: BYQ3760 | Lido: BYO3760
Arquivo: img_001309.jpg | Status: ocr_failed | Esperado: OCZ2846 | Lido: 
Arquivo: img_001312.jpg | Status: incorrect | Esperado: OCX7051 | Lido: OCX7O51
Arquivo: img_001314.jpg | Status: incorrect | Esperado: ODG3176 | Lido: OOG3176
Arquivo: img_001323.jpg | Status: detection_failed | Esperado: ODM0384 | Lido: 
Arquivo: img_001316.jpg | Status: incorrect | Esperado: ODT6061 | Lido: ODT6O61
Arquivo: img_001321.jpg | Status: ocr_failed | Esperado: ODT6129 | Lido: 
Arquivo: img_001329.jpg | Status: ocr_failed | Esperado: MSN9341 | Lido: 
Arquivo: img_001327.jpg | Status: incorrect | Esperado: ODR5274 | Lido: ODR5Z74
Arquivo: img_001333.jpg | Status: ocr_failed | Esperado: ODR3127 | Lido: 
Arquivo: img_001334.jpg | Status: ocr_failed | Esperado: MTX0171 | Lido: MTXO71
Arquivo: img_001343.jpg | Status: detection_failed | Esperado: ODG6312 | Lido: 
Arquivo: img_001351.jpg | Status: ocr_failed | Esperado: PPG0223 | Lido: 
Arquivo: img_001345.jpg | Status: ocr_failed | Esperado: ODR2347 | Lido: ODR23
Arquivo: img_001358.jpg | Status: detection_failed | Esperado: MSA7262 | Lido: 
Arquivo: img_001357.jpg | Status: ocr_failed | Esperado: LOY5808 | Lido: 
Arquivo: img_001355.jpg | Status: incorrect | Esperado: PPP9897 | Lido: PPP9B97
Arquivo: img_001377.jpg | Status: detection_failed | Esperado: PPX0155 | Lido: 
Arquivo: img_001379.jpg | Status: detection_failed | Esperado: MRG1153 | Lido: 
Arquivo: img_001372.jpg | Status: ocr_failed | Esperado: ODG1893 | Lido: 
Arquivo: img_001369.jpg | Status: incorrect | Esperado: ODF1682 | Lido: ODF1G82
Arquivo: img_001373.jpg | Status: incorrect | Esperado: ODK8117 | Lido: OOK8117
Arquivo: img_001382.jpg | Status: detection_failed | Esperado: JPM4675 | Lido: 
Arquivo: img_001376.jpg | Status: incorrect | Esperado: ODP0519 | Lido: OOP0519
Arquivo: img_001380.jpg | Status: ocr_failed | Esperado: MPE2451 | Lido: MPEAS
Arquivo: img_001389.jpg | Status: detection_failed | Esperado: PPV2861 | Lido: 
Arquivo: img_001381.jpg | Status: incorrect | Esperado: OCW3401 | Lido: OCH3401
Arquivo: img_001386.jpg | Status: incorrect | Esperado: BYQ3760 | Lido: BYO3760
Arquivo: img_001384.jpg | Status: ocr_failed | Esperado: ODS2861 | Lido: 0DS286
Arquivo: img_001393.jpg | Status: ocr_failed | Esperado: ODG3967 | Lido: 
Arquivo: img_001388.jpg | Status: incorrect | Esperado: BYQ3760 | Lido: BYO3750
Arquivo: img_001407.jpg | Status: detection_failed | Esperado: ODR3127 | Lido: 
Arquivo: img_001405.jpg | Status: ocr_failed | Esperado: QRD1576 | Lido: 
Arquivo: img_001417.jpg | Status: detection_failed | Esperado: ODG6312 | Lido: 
Arquivo: img_001408.jpg | Status: incorrect | Esperado: ODF4543 | Lido: ODF4S43
Arquivo: img_001416.jpg | Status: incorrect | Esperado: ODP0519 | Lido: OOP0S19
Arquivo: img_001422.jpg | Status: detection_failed | Esperado: PPU6303 | Lido: 
Arquivo: img_001430.jpg | Status: detection_failed | Esperado: OVI1629 | Lido: 
Arquivo: img_001423.jpg | Status: ocr_failed | Esperado: MTC4119 | Lido: 
Arquivo: img_001427.jpg | Status: incorrect | Esperado: MQN5440 | Lido: MON5440
Arquivo: img_001431.jpg | Status: incorrect | Esperado: OYE3551 | Lido: OYE3S51
Arquivo: img_001433.jpg | Status: incorrect | Esperado: MSG0818 | Lido: MSG0B18
Arquivo: img_001435.jpg | Status: incorrect | Esperado: QRB0114 | Lido: QRB0I14
Arquivo: img_001446.jpg | Status: detection_failed | Esperado: OQI5224 | Lido: 
Arquivo: img_001447.jpg | Status: detection_failed | Esperado: PPW3275 | Lido: 
Arquivo: img_001448.jpg | Status: detection_failed | Esperado: MQR8284 | Lido: 
Arquivo: img_001438.jpg | Status: incorrect | Esperado: PPE0550 | Lido: PPE0S50
Arquivo: img_001444.jpg | Status: ocr_failed | Esperado: MTU0472 | Lido: COREAMR
Arquivo: img_001439.jpg | Status: incorrect | Esperado: OYH9080 | Lido: OYH9O80
Arquivo: img_001457.jpg | Status: detection_failed | Esperado: MSM3569 | Lido: 
Arquivo: img_001461.jpg | Status: detection_failed | Esperado: MRL3604 | Lido: 
Arquivo: img_001454.jpg | Status: ocr_failed | Esperado: PPQ6773 | Lido: 
Arquivo: img_001453.jpg | Status: incorrect | Esperado: BYQ3760 | Lido: BYO3760
Arquivo: img_001451.jpg | Status: incorrect | Esperado: PPS4715 | Lido: PPS4T15
Arquivo: img_001460.jpg | Status: ocr_failed | Esperado: GSR0785 | Lido: 
Arquivo: img_001468.jpg | Status: detection_failed | Esperado: PPY3803 | Lido: 
Arquivo: img_001463.jpg | Status: incorrect | Esperado: MTZ3549 | Lido: ATZ3549
Arquivo: img_001464.jpg | Status: incorrect | Esperado: ODT7199 | Lido: ODT7I99
Arquivo: img_001467.jpg | Status: ocr_failed | Esperado: ODT6113 | Lido: 006113
Arquivo: img_001469.jpg | Status: ocr_failed | Esperado: MSA7262 | Lido: 
Arquivo: img_001472.jpg | Status: incorrect | Esperado: ODT7297 | Lido: OOT7297
Arquivo: img_001475.jpg | Status: incorrect | Esperado: ODS2015 | Lido: OOS2015
Arquivo: img_001485.jpg | Status: detection_failed | Esperado: MTE1705 | Lido: 
Arquivo: img_001486.jpg | Status: detection_failed | Esperado: OCW3864 | Lido: 
Arquivo: img_001487.jpg | Status: detection_failed | Esperado: PPG4536 | Lido: 
Arquivo: img_001492.jpg | Status: detection_failed | Esperado: MPW8555 | Lido: 
Arquivo: img_001480.jpg | Status: ocr_failed | Esperado: PPS4192 | Lido: OAPMETUNA
Arquivo: img_001497.jpg | Status: detection_failed | Esperado: IWD5655 | Lido: 
Arquivo: img_001489.jpg | Status: ocr_failed | Esperado: ODL0222 | Lido: 
Arquivo: img_001488.jpg | Status: ocr_failed | Esperado: ODR3127 | Lido: 
Arquivo: img_001493.jpg | Status: ocr_failed | Esperado: PPW5169 | Lido: 
Arquivo: img_001495.jpg | Status: ocr_failed | Esperado: ODR3127 | Lido: 
Arquivo: img_001496.jpg | Status: incorrect | Esperado: MML6926 | Lido: MML6G26
Arquivo: img_001502.jpg | Status: ocr_failed | Esperado: PPX0151 | Lido: 
Arquivo: img_001499.jpg | Status: ocr_failed | Esperado: ODG3967 | Lido: 
Arquivo: img_001504.jpg | Status: ocr_failed | Esperado: PPV2861 | Lido: 
Arquivo: img_001503.jpg | Status: ocr_failed | Esperado: PPX5175 | Lido: 
Arquivo: img_001505.jpg | Status: incorrect | Esperado: MTZ3256 | Lido: MTZ3258
Arquivo: img_001519.jpg | Status: detection_failed | Esperado: MPJ4743 | Lido: 
Arquivo: img_001514.jpg | Status: incorrect | Esperado: ODS2015 | Lido: OOS2015
Arquivo: img_001523.jpg | Status: detection_failed | Esperado: PPG3077 | Lido: 
Arquivo: img_001527.jpg | Status: detection_failed | Esperado: ODG6312 | Lido: 
Arquivo: img_001516.jpg | Status: ocr_failed | Esperado: ODS6119 | Lido: ELERRA0DS6119
Arquivo: img_001528.jpg | Status: detection_failed | Esperado: PPV2861 | Lido: 
Arquivo: img_001530.jpg | Status: detection_failed | Esperado: MPJ1907 | Lido: 
Arquivo: img_001529.jpg | Status: ocr_failed | Esperado: PPQ5919 | Lido: 
Arquivo: img_001525.jpg | Status: incorrect | Esperado: QPQ8146 | Lido: QPO8146
Arquivo: img_001533.jpg | Status: ocr_failed | Esperado: MQI9275 | Lido: 
Arquivo: img_001550.jpg | Status: incorrect | Esperado: ODH0187 | Lido: ODH0I87
Arquivo: img_001562.jpg | Status: detection_failed | Esperado: ODP3066 | Lido: 
Arquivo: img_001552.jpg | Status: ocr_failed | Esperado: ODI4526 | Lido: 
Arquivo: img_001556.jpg | Status: ocr_failed | Esperado: MPJ4590 | Lido: 
Arquivo: img_001559.jpg | Status: ocr_failed | Esperado: PPX0681 | Lido: PPX068
Arquivo: img_001566.jpg | Status: detection_failed | Esperado: BYQ3760 | Lido: 
Arquivo: img_001574.jpg | Status: detection_failed | Esperado: OCX3790 | Lido: 
Arquivo: img_001565.jpg | Status: ocr_failed | Esperado: PPW0076 | Lido: 
Arquivo: img_001569.jpg | Status: incorrect | Esperado: MSB4766 | Lido: MSR4766
Arquivo: img_001581.jpg | Status: detection_failed | Esperado: GVP0415 | Lido: 
Arquivo: img_001575.jpg | Status: incorrect | Esperado: MTN9622 | Lido: MTN9G22
Arquivo: img_001578.jpg | Status: ocr_failed | Esperado: ODR3127 | Lido: 
Arquivo: img_001579.jpg | Status: ocr_failed | Esperado: OYF1755 | Lido: 
Arquivo: img_001588.jpg | Status: incorrect | Esperado: ODG3176 | Lido: OOG3I76
Arquivo: img_001601.jpg | Status: detection_failed | Esperado: ODR3127 | Lido: 
Arquivo: img_001602.jpg | Status: detection_failed | Esperado: ODP4215 | Lido: 
Arquivo: img_001594.jpg | Status: incorrect | Esperado: EFV0889 | Lido: EFV0B89
Arquivo: img_001597.jpg | Status: incorrect | Esperado: ODG1753 | Lido: OOG1753
Arquivo: img_001606.jpg | Status: detection_failed | Esperado: ODC6531 | Lido: 
Arquivo: img_001604.jpg | Status: ocr_failed | Esperado: PPV5023 | Lido: 
Arquivo: img_001600.jpg | Status: incorrect | Esperado: ODP8769 | Lido: ODP8T69
Arquivo: img_001605.jpg | Status: ocr_failed | Esperado: PPX0911 | Lido: PPX091
Arquivo: img_001607.jpg | Status: incorrect | Esperado: MTE5192 | Lido: MTE5I92
Arquivo: img_001625.jpg | Status: detection_failed | Esperado: GGU9469 | Lido: 
Arquivo: img_001630.jpg | Status: detection_failed | Esperado: ODG3967 | Lido: 
Arquivo: img_001631.jpg | Status: detection_failed | Esperado: PPX0155 | Lido: 
Arquivo: img_001633.jpg | Status: detection_failed | Esperado: ODT6112 | Lido: 
Arquivo: img_001632.jpg | Status: detection_failed | Esperado: QRD2724 | Lido: 
Arquivo: img_001634.jpg | Status: detection_failed | Esperado: MRX7902 | Lido: 
Arquivo: img_001623.jpg | Status: ocr_failed | Esperado: PPX5162 | Lido: 
Arquivo: img_001636.jpg | Status: detection_failed | Esperado: PPW0977 | Lido: 
Arquivo: img_001619.jpg | Status: ocr_failed | Esperado: ODT6073 | Lido: STILATE00T6073
Arquivo: img_001622.jpg | Status: incorrect | Esperado: ODS2624 | Lido: OOS2624
Arquivo: img_001620.jpg | Status: incorrect | Esperado: QRD2985 | Lido: ORD2985
Arquivo: img_001646.jpg | Status: detection_failed | Esperado: ODR3127 | Lido: 
Arquivo: img_001648.jpg | Status: detection_failed | Esperado: ODR2295 | Lido: 
Arquivo: img_001649.jpg | Status: detection_failed | Esperado: OCW3864 | Lido: 
Arquivo: img_001651.jpg | Status: detection_failed | Esperado: QRC6770 | Lido: 
Arquivo: img_001638.jpg | Status: ocr_failed | Esperado: MSM0612 | Lido: 
Arquivo: img_001642.jpg | Status: ocr_failed | Esperado: OPI5371 | Lido: OP1537
Arquivo: img_001639.jpg | Status: incorrect | Esperado: ODE1235 | Lido: ODE1Z35
Arquivo: img_001643.jpg | Status: incorrect | Esperado: ODF7548 | Lido: OOF7548
Arquivo: img_001658.jpg | Status: detection_failed | Esperado: PPB5250 | Lido: 
Arquivo: img_001663.jpg | Status: detection_failed | Esperado: KAA7843 | Lido: 
Arquivo: img_001650.jpg | Status: incorrect | Esperado: MSQ2701 | Lido: HSO2701
Arquivo: img_001657.jpg | Status: ocr_failed | Esperado: MTD7587 | Lido: 
Arquivo: img_001655.jpg | Status: ocr_failed | Esperado: MTV1770 | Lido: 
Arquivo: img_001656.jpg | Status: ocr_failed | Esperado: ODE9783 | Lido: 
Arquivo: img_001665.jpg | Status: incorrect | Esperado: OVH0968 | Lido: IVH0968
Arquivo: img_001668.jpg | Status: incorrect | Esperado: ODK0482 | Lido: OOK0482
Arquivo: img_001666.jpg | Status: ocr_failed | Esperado: KVI3621 | Lido: 
Arquivo: img_001669.jpg | Status: ocr_failed | Esperado: PPX9984 | Lido: 
Arquivo: img_001670.jpg | Status: incorrect | Esperado: PPM2784 | Lido: PPY8278
Arquivo: img_001675.jpg | Status: incorrect | Esperado: MTN9583 | Lido: MTN9S83
Arquivo: img_001686.jpg | Status: detection_failed | Esperado: ODT6211 | Lido: 
Arquivo: img_001680.jpg | Status: ocr_failed | Esperado: MTZ9247 | Lido: 
Arquivo: img_001683.jpg | Status: incorrect | Esperado: ODT6192 | Lido: ODT6I92
Arquivo: img_001699.jpg | Status: detection_failed | Esperado: EFV5471 | Lido: 
Arquivo: img_001694.jpg | Status: ocr_failed | Esperado: PPV0966 | Lido: 
Arquivo: img_001705.jpg | Status: detection_failed | Esperado: ODR3127 | Lido: 
Arquivo: img_001698.jpg | Status: incorrect | Esperado: PPJ4189 | Lido: PPJ4I89
Arquivo: img_001697.jpg | Status: ocr_failed | Esperado: PPJ9301 | Lido: PPJ930
Arquivo: img_001704.jpg | Status: incorrect | Esperado: ODD8043 | Lido: OOO8043
Arquivo: img_001713.jpg | Status: ocr_failed | Esperado: MTZ4291 | Lido: 
Arquivo: img_001721.jpg | Status: incorrect | Esperado: ODT1578 | Lido: ODT1S78
Arquivo: img_001722.jpg | Status: incorrect | Esperado: PPU6390 | Lido: PPO6390
Arquivo: img_001731.jpg | Status: detection_failed | Esperado: PPM1391 | Lido: 
Arquivo: img_001724.jpg | Status: incorrect | Esperado: OYF9087 | Lido: OYF9O87
Arquivo: img_001723.jpg | Status: ocr_failed | Esperado: ODR3127 | Lido: C
Arquivo: img_001733.jpg | Status: incorrect | Esperado: ODE9783 | Lido: ODE9793
Arquivo: img_001743.jpg | Status: ocr_failed | Esperado: MTS4094 | Lido: 
Arquivo: img_001742.jpg | Status: incorrect | Esperado: MTZ3256 | Lido: MTT3246
Arquivo: img_001747.jpg | Status: incorrect | Esperado: ODT6482 | Lido: OOT6482
Arquivo: img_001748.jpg | Status: ocr_failed | Esperado: MTZ9247 | Lido: 
Arquivo: img_001763.jpg | Status: detection_failed | Esperado: OLQ5547 | Lido: 
Arquivo: img_001764.jpg | Status: detection_failed | Esperado: ODT6131 | Lido: 
Arquivo: img_001754.jpg | Status: incorrect | Esperado: ODI1892 | Lido: OOI1892
Arquivo: img_001759.jpg | Status: ocr_failed | Esperado: MST8531 | Lido: RINHA
Arquivo: img_001760.jpg | Status: ocr_failed | Esperado: ODM0438 | Lido: 
Arquivo: img_001770.jpg | Status: detection_failed | Esperado: MST4686 | Lido: 
Arquivo: img_001765.jpg | Status: incorrect | Esperado: ODB8156 | Lido: OOB8156
Arquivo: img_001767.jpg | Status: ocr_failed | Esperado: PPX0700 | Lido: 
Arquivo: img_001768.jpg | Status: ocr_failed | Esperado: PPW6580 | Lido: PP
Arquivo: img_001772.jpg | Status: incorrect | Esperado: ODT6142 | Lido: OOI6142
Arquivo: img_001779.jpg | Status: ocr_failed | Esperado: ODJ2482 | Lido: 
Arquivo: img_001778.jpg | Status: incorrect | Esperado: MTG5739 | Lido: VTG5739
Arquivo: img_001781.jpg | Status: ocr_failed | Esperado: LLR2388 | Lido: 
Arquivo: img_001782.jpg | Status: incorrect | Esperado: ODT6112 | Lido: OOT6112
Arquivo: img_001785.jpg | Status: ocr_failed | Esperado: ODT6208 | Lido: ODT620
Arquivo: img_001797.jpg | Status: detection_failed | Esperado: ODR3127 | Lido: 
Arquivo: img_001793.jpg | Status: incorrect | Esperado: ODO1303 | Lido: ATD0001
Arquivo: img_001799.jpg | Status: ocr_failed | Esperado: OYF1754 | Lido: OYE754
Arquivo: img_001809.jpg | Status: incorrect | Esperado: ODT6153 | Lido: OOT6153
Arquivo: img_001808.jpg | Status: incorrect | Esperado: ODS6119 | Lido: OOS6119
Arquivo: img_001812.jpg | Status: incorrect | Esperado: ODD7980 | Lido: OOO7G80
Arquivo: img_001819.jpg | Status: detection_failed | Esperado: ODR3127 | Lido: 
Arquivo: img_001817.jpg | Status: ocr_failed | Esperado: ODS3207 | Lido: 
Arquivo: img_001820.jpg | Status: incorrect | Esperado: HGI1748 | Lido: HGI1T48
Arquivo: img_001822.jpg | Status: ocr_failed | Esperado: PVH1495 | Lido: 
Arquivo: img_001818.jpg | Status: incorrect | Esperado: MPK3718 | Lido: MPK3710
Arquivo: img_001831.jpg | Status: detection_failed | Esperado: MQQ9045 | Lido: 
Arquivo: img_001833.jpg | Status: detection_failed | Esperado: MTU9549 | Lido: 
